record_id,Datetime,loc_spec,descr,identity_spec,future_use,loc_spec_english,descr_english,identity_spec_english,future_use_english
MPI_S206,2023-08-28T12:20:00Z,NA,A guy looked back twice.,NA,I wonder how many people would stare if it's a crowded spay,NA,A guy looked back twice.,NA,I wonder how many people would stare if it's a crowded space.
MPI_S207,2023-08-28T17:08:00Z,NA,"I met my flatmates and everybody noticed the new glasses. I feel weird in the glasses, people think it's a camera and I am recording them",NA,"I don't know yet, but I feel uncomfortable",NA,"I met my flatmates and everybody noticed the new glasses. I feel weird in the glasses, people think it's a camera and I am recording them.",NA,"I don't know yet, but I feel uncomfortable."
MPI_S204,2023-08-14T19:49:00Z,NA,Been asked politely by a employee of the Deutsche Bahn to not film in the train. Had to explain the misunderstanding. This will probably happen a few more times in the coming week.,NA,"Thinking about wearing a shirt that reads: ""I'm not filming, just recording light levels."" In all seriousness, I thought something like this was gonna Happen, so my behaviour at this point is unaffected. Although the shirt does sound like a good idea",NA,Been asked politely by an employee of the Deutsche Bahn to not film in the train. Had to explain the misunderstanding. This will probably happen a few more times in the coming week.,NA,"Thinking about wearing a shirt that reads: ""I'm not filming, just recording light levels."" In all seriousness, I thought something like this was going to happen, so my behaviour at this point is unaffected. Although the shirt does sound like a good idea."
MPI_S204,2023-08-16T17:05:00Z,NA,"A customer in the supermarket asked me, if it was a camera. He seemed more impressed than annoyed.",NA,Won't influence me,NA,A customer in the supermarket asked me if it was a camera. He seemed more impressed than annoyed.,NA,Won't influence me
MPI_S205,2023-08-28T16:01:00Z,NA,"I went grocery shopping and expected people tò look strangely, but there was no akward reaction.",NA,It does not influence my behaviour.,NA,"I went grocery shopping and expected people to look strangely, but there was no awkward reaction.",NA,It does not influence my behaviour.
MPI_S205,2023-08-29T10:04:00Z,NA,"Since I am not used to wear glasses, It Is a Little annoying when doing my usual activities around the house and with my children. The frame of the glasses Is disturbing.",NA,"i am still wearing the glasses in the Hope ti get used to them, but Is still a Little annoying.",NA,"Since I am not used to wearing glasses, it is a little annoying when doing my usual activities around the house and with my children. The frame of the glasses is disturbing.",NA,"I am still wearing the glasses in the hope to get used to them, but it is still a little annoying."
MPI_S205,2023-08-29T21:21:00Z,NA,Using the glasses was Not that annoying in the afternoon.,NA,Rather positive,NA,Using the glasses was not that annoying in the afternoon.,NA,Rather positive
MPI_S205,2023-08-30T07:26:00Z,NA,Sometimes I have to repeat several Times the password since the new interface does Not Open.,NA,It won't,NA,Sometimes I have to repeat the password several times since the new interface does not open.,NA,It won't.
MPI_S205,2023-08-31T07:49:00Z,NA,I find it quite difficult to remember how Long IT took me tò fall asleep,NA,Not at all,NA,I find it quite difficult to remember how long it took me to fall asleep.,NA,Not at all
MPI_S205,2023-09-03T09:34:00Z,NA,I spent the weekend with muy kids at Legoland and I was surprised that only 5 people approached me to ask about the glasses. 2 of them asked me if they were  google glasses.,NA,Not at all since most of the people did not really care about them nor did look in a strange way.,NA,I spent the weekend with my kids at Legoland and I was surprised that only 5 people approached me to ask about the glasses. 2 of them asked me if they were google glasses.,NA,Not at all since most of the people did not really care about them nor did look in a strange way.
MPI_S206,2023-08-28T12:20:00Z,NA,A guy looked back twice.,NA,I wonder how many people would stare if it's a crowded spay,NA,A guy looked back twice.,NA,I wonder how many people would stare if it's a crowded space.
MPI_S206,2023-08-29T12:28:00Z,NA,Need to clean the lenses rather frequently else the blurriness is noticeable,NA,Need to be careful not to touch or smudge the lenses,NA,"I need to clean the lenses rather frequently, otherwise the blurriness is noticeable.",NA,I need to be careful not to touch or smudge the lenses.
MPI_S206,2023-08-29T15:13:00Z,NA,Wearing the glasses for a long time hurts my ears,NA,will not be wearing it continuesly for several hours at a time.,NA,Wearing the glasses for a long time hurts my ears.,NA,I will not be wearing it continuously for several hours at a time.
MPI_S208,2023-09-04T11:00:00Z,NA,Colleague remarked that glasses suit me (i don't usually wear glasses),NA,NA,NA,Colleague remarked that the glasses suit me (I don't usually wear glasses).,NA,NA
MPI_S208,2023-09-04T12:30:00Z,NA,Colleague asked if he's being recorded,NA,NA,NA,Colleague asked if he's being recorded.,NA,NA
MPI_S208,2023-09-04T12:30:00Z,NA,Colleague asked what the glasses are for,NA,NA,NA,Colleague asked what the glasses are for.,NA,NA
MPI_S209,2023-09-07T15:44:00Z,NA,some people think that it's a camera capturing their video.,NA,nothing,NA,Some people think that it's a camera capturing their video.,NA,Nothing
MPI_S212,2023-09-11T14:35:00Z,NA,Many thought it is a camera,NA,Need to have some explanation ready and accepting weird looks now and then,NA,Many thought it is a camera.,NA,Need to have some explanation ready and accept weird looks now and then.
MPI_S212,2023-09-12T13:04:00Z,NA,Boss reacted well and is going to suggest the study to her wife,Supervisor,no,NA,Boss reacted well and is going to suggest the study to her wife.,Supervisor,No.
MPI_S212,2023-09-13T08:31:00Z,NA,start to feel pain on the back of the ear,NA,I happen to briefly remove them for relief,NA,Started to feel pain on the back of the ear.,NA,I happened to briefly remove them for relief.
MPI_S213,2023-09-11T20:16:00Z,NA,"I still felt a little uncomfortable wearing glasses on the first day. Even though the glasses didn't have a prescription, my eyes felt tired more easily.",NA,I'll try to feel if it improves in the next few days,NA,"I still felt a little uncomfortable wearing glasses on the first day. Even though the glasses didn't have a prescription, my eyes felt tired more easily.",NA,I'll try to feel if it improves in the next few days.
MPI_S213,2023-09-12T07:23:00Z,NA,"My colleagues saw my glasses in the office and expressed curiosity. I felt a little nervous, but after in-depth conversation, I felt relieved.",NA,No effect,NA,"My colleagues saw my glasses in the office and expressed curiosity. I felt a little nervous, but after in-depth conversation, I felt relieved.",NA,No effect
MPI_S214,2023-09-26T15:47:00Z,NA,"They were some people which thought I'm a  Bolger and taking the video with this glasses, then I explained for them.",NA,Same as before,NA,"Some people thought I was a blogger and taking video with these glasses, then I explained to them.",NA,Same as before.
MPI_S214,2023-09-28T10:15:00Z,NA,"As I mentioned, I am doing jogging almost every day either alone or with dog, it's something between running and walking, sometimes slow sometimes fast, depend on my mood and I make the glasses tighter from behind to stay as close as possible to my head and I don't have any problem. During this walking in the forest, one question came up to my mind, I also wonder that why you need the glasses for handling this tool? I mean if it's nothing related to glasses it would be much easier to put only in forehead like headlamps which use for hiking at night.",NA,Same,NA,"As I mentioned, I go jogging almost every day, either alone or with my dog. It's something between running and walking, sometimes slow, sometimes fast, depending on my mood. I make the glasses tighter from behind to stay as close as possible to my head and I don't have any problem. During this walk in the forest, one question came to my mind: I also wonder why you need the glasses for handling this tool? I mean if it's nothing related to glasses, it would be much easier to just put it on the forehead like headlamps used for hiking at night.",NA,Same
MPI_S214,2023-09-29T14:20:00Z,NA,"One elderly man asked me directly and it was happy if it's gonna help the future of eyes issues, even after I explained, he was still happy about it ??",NA,Same,NA,"One elderly man asked me directly and was happy if it would help the future of eye issues; even after I explained, he was still happy about it.",NA,Same
MPI_S215,2023-10-02T10:33:00Z,NA,People from the lab asked me what the device was for. I was happy to explain it.,NA,It will not really influence it. Maybe I will do more things remotely.,NA,People from the lab asked me what the device was for. I was happy to explain it.,NA,It will not really influence it. Maybe I will do more things remotely.
MPI_S216,2023-10-03T11:47:00Z,NA,"Unfortunately, I perceive the glasses as a nuisance. There are reflections of my eyes that I can see as a blurry overlay superimposed upon my visual field. The sensor also stands out as an unfamiliar black spot. Just now, I unconsiously reached for the glasses to take them off before noticing that I have to keep them on, of course. I have had this experience several times already (it's been about a day of wearing the glasses) but did not get around to log it every time.",NA,"It will not influence my use, because I want to provide data for the study, so I won't take them off.",NA,"Unfortunately, I perceive the glasses as a nuisance. There are reflections of my eyes that I can see as a blurry overlay superimposed upon my visual field. The sensor also stands out as an unfamiliar black spot. Just now, I unconsciously reached for the glasses to take them off before noticing that I have to keep them on, of course. I have had this experience several times already (it's been about a day of wearing the glasses) but did not get around to log it every time.",NA,"It will not influence my use, because I want to provide data for the study, so I won't take them off."
MPI_S216,2023-10-02T23:00:00Z,NA,"People on the street asked me about the glasses. These were adolescents who seemed a bit insecure and like they may perhaps tease someone their age wearing the glasses. The conversation was sort of funny, though.",NA,It won't.,NA,"People on the street asked me about the glasses. These were adolescents who seemed a bit insecure and like they may perhaps tease someone their age wearing the glasses. The conversation was sort of funny, though.",NA,It won't.
MPI_S216,2023-10-08T15:15:00Z,NA,I was walking in the woods and somebody asked me about the glasses. They were quite interested and it spawned a whole conversation.,NA,It won't.,NA,I was walking in the woods and somebody asked me about the glasses. They were quite interested and it spawned a whole conversation.,NA,It won't.
MPI_S218,2023-10-17T11:00:00Z,NA,Mensa - people inquisitive about the device,NA,No change,NA,Mensa - people inquisitive about the device,NA,No change
MPI_S219,2023-10-17T12:00:00Z,NA,"People staring (canteen/bus), someone asked what was the device (office), someone makes jokes (but in a nice way, colleagues at the institute). You feel you are capturing other people's attention",NA,"I felt a little bit less confident when taking public transports or just moving around the institute, it will not stop me by doing everyday activities but it was interesting to observe an automatic tendency to avoid the social contexts",NA,"People staring (canteen/bus), someone asked what was the device (office), someone makes jokes (but in a nice way, colleagues at the institute). You feel you are capturing other people's attention.",NA,"I felt a little bit less confident when taking public transports or just moving around the institute, it will not stop me by doing everyday activities but it was interesting to observe an automatic tendency to avoid the social contexts."
MPI_S219,2023-10-18T09:06:00Z,NA,General discomfort due to the glasses on ears (it is general so it's not limited to a certain location),NA,I have to remove them for a short period after some time that I wear the glasses,NA,General discomfort due to the glasses on ears (it is general so it's not limited to a certain location),NA,I have to remove them for a short period after some time that I wear the glasses.
MPI_S219,2023-10-22T14:47:00Z,NA,"I guy thought he was filmed, so he said ""Halo"" to the sensor, even if it was not recording and I was not looking at him",NA,No,NA,"A guy thought he was being filmed, so he said 'Hello' to the sensor, even though it was not recording and I was not looking at him.",NA,No
MPI_S221,2023-10-27T16:55:00Z,NA,the salesman asked suspiciously and annoyingly that of I am filming the store :),NA,probably using less in stores,NA,The salesman asked suspiciously and annoyingly if I was filming the store.,NA,I will probably use the light glasses less in stores.
MPI_S222,2023-10-27T06:56:00Z,"1. The device is little bit heavy causing the eyeglasses to slip forward causing an uncomfortable feeling and equally the temple tip puts some pressure on the ear causing me to have headache sometimes. 2. It equally makes me feel like a miner which is funny sometimes but definitely the design have to be reviewed. I guess, if by any means you can incorporate all the device into a chip and place it around the bridge, it will be fantastic though it will need lots of money and design experience. Overall, I like the experience because it teaches me how to be ponctual and manage time. best of luck",already commented,NA,it won't,"1. The device is a little bit heavy, causing the eyeglasses to slip forward, which is uncomfortable. The temple tips also put pressure on my ears, sometimes giving me headaches. 2. It also makes me feel like a miner, which is funny sometimes, but the design needs to be improved. If you can put everything into a chip at the bridge, that'd be fantastic, though it would require money and design experience. Overall, I like the experience because it teaches me punctuality and time management. Best of luck.",already commented,NA,It won't influence my future use.
MPI_S223,2023-10-30T19:09:00Z,NA,"Since it's my first time with glasses, I felt that it's a bit heavy to my nose after sometime.",NA,I don't think it will affect much.,NA,"Since it's my first time with glasses, I felt that it's a bit heavy to my nose after sometime.",NA,I don't think it will affect much.
MPI_S223,2023-11-02T08:00:00Z,NA,"During our break, the lecturer approached to me and asked me if I am recording her because she felt nervous about it. I felt sorry about it and I thought I could let my lecturers know about the glasses.",Our lecturer,It won't affect my future use but I can inform people about it beforehand.,NA,"During our break, the lecturer approached me and asked if I was recording her because she felt nervous about it. I felt sorry and thought I could let my lecturers know about the glasses.",Our lecturer,"It won't affect my future use, but I can inform people about it beforehand."
MPI_S223,2023-10-31T13:00:00Z,NA,"I was with another friend who is wearing this glasses in my class. When we sit and started to wait for lecture to begin, we realized our lecturer was avoiding eye contact with us but it was obvious that he was bit curious. Then, he asked about it and my friend made him a joke saying that it is a camera etc. Then, we told the truth and it was funny.",Our lecturer,No effect,NA,"I was with another friend who was wearing these glasses in my class. When we sat and started to wait for the lecture to begin, we realized our lecturer was avoiding eye contact with us but it was obvious that he was a bit curious. Then, he asked about it and my friend joked, saying that it was a camera, etc. Then, we told the truth and it was funny.",Our lecturer,No effect
MPI_S224,2023-10-30T12:37:00Z,NA,"Person asked me what is special about the glasses, I explained to him. Noticed how funny it was to me that it happened  not even 5 minutes after I received the glasses",NA,Only confirmed the fact that I'll be aware people are looking,NA,"Person asked me what is special about the glasses, I explained to him. Noticed how funny it was to me that it happened not even 5 minutes after I received the glasses.",NA,Only confirmed the fact that I'll be aware people are looking.
MPI_S224,2023-10-30T13:15:00Z,NA,"[in lecture hall before class started]  It was nice to see another student with the same glasses, and she had entered first, so people were ""ready"" to see me, I felt more at ease and less awkward than I expected I would. It was enjoyable also to share a moment with her and laugh",NA,Makes me feel more at ease with wearing the glasses in lectures,NA,"In the lecture hall before class started. It was nice to see another student with the same glasses, and since she entered first, people were already prepared to see me. I felt more at ease and less awkward than I expected. It was also enjoyable to share a moment with her and laugh.",NA,Makes me feel more at ease with wearing the glasses in lectures.
MPI_S224,2023-11-01T13:19:00Z,NA,"I am studying (with laptop and writing on paper). I took the glasses of momentarily to clean them and I must say, even though the lenses aren't tinted, my subjective experience is that the environment looks ever so slightly darker with them.  I will turn on my desk lamp but I probably wouldn't have done it if I had no glasses",NA,no effect,NA,"I am studying (with laptop and writing on paper). I took the glasses off momentarily to clean them and I must say, even though the lenses aren't tinted, my subjective experience is that the environment looks ever so slightly darker with them. I will turn on my desk lamp but I probably wouldn't have done it if I had no glasses.",NA,no effect
MPI_S225,2023-10-30T14:40:00Z,NA,When picking up my daughter from kindergarten the other children were very interested in the glasses. One One of the teachers was worried I may be recording and asked me about the glasses. After explaining they didn't seem to be as unsettled,NA,I will be a bit more conscious in public so that others won't think I may be recording them.,NA,"When picking up my daughter from kindergarten, the other children were very interested in the glasses. One of the teachers was worried I may be recording and asked me about the glasses. After I explained, they didn't seem as unsettled.",NA,I will be a bit more conscious in public so that others won't think I may be recording them.
MPI_S226,2023-10-31T00:10:00Z,NA,"My first day with the glasses is coming to an end. It hasn't bothered me too much, and people around me seem also not to care about the weird device in the glasses. Now I'm preparing to sleep, filling the required logs. I'm a little worried about my studies and assignments that are due soon",NA,Will not influence.,NA,"My first day with the glasses is coming to an end. It hasn't bothered me too much, and people around me seem also not to care about the weird device in the glasses. Now I'm preparing to sleep, filling the required logs. I'm a little worried about my studies and assignments that are due soon.",NA,Will not influence.
MPI_S226,2023-10-31T11:06:00Z,NA,"Now I arrived to the university. People are looking more at me, but not as much as I expected. It seems they are more discreet here than in my country.",NA,No influence,NA,"Now I arrived at the university. People are looking more at me, but not as much as I expected. It seems they are more discreet here than in my country.",NA,No influence
MPI_S227,2023-10-31T08:08:00Z,NA,"My roommates saw my glasses and they were really surprised. At first they thought that I was recording them. It was funny, I explained them the study.",NA,It won't,NA,"My roommates saw my glasses and they were really surprised. At first they thought that I was recording them. It was funny, I explained them the study.",NA,It won't
MPI_S227,2023-10-31T14:48:00Z,Wholeday,"The glasses are a bit heavy, hence they are making me a nose and headache.",NA,Once a day I might take them off for 10-20 min,Whole day,"The glasses are a bit heavy, so they give me a headache and pain on my nose.",NA,Once a day I might take them off for 10-20 minutes.
MPI_S227,2023-11-02T13:51:00Z,NA,"It makes my nose to hurt, due to the heaviness of the glasses",NA,Sometimes it makes me to remove glasses for 2-3 minutes.,NA,It makes my nose hurt due to the heaviness of the glasses.,NA,Sometimes it makes me remove the glasses for 2-3 minutes.
MPI_S228,2023-11-06T22:16:00Z,NA,Some people think that I am wearing a camera and they feel being watched.,NA,They will get used to it.,NA,Some people think that I am wearing a camera and they feel being watched.,NA,They will get used to it.
MPI_S230,2023-11-07T10:19:00Z,NA,Working,NA,Makes me less likely to wear them,NA,Working,NA,Makes me less likely to wear them
MPI_S231,2023-11-07T08:56:00Z,NA,"Walking towards some students, feeling a bit awkward. One stared at me and asked ""was geht's"" with curiosity",NA,I will try not to make eye contact with others.,NA,"Walking towards some students, feeling a bit awkward. One stared at me and asked 'was geht's' with curiosity.",NA,I will try not to make eye contact with others.
MPI_S231,2023-11-09T17:00:00Z,NA,Feeling unwilling to use public space especially where privacy is a concern,NA,"Less use of public space, avoid contact with people.",NA,"Feeling unwilling to use public space, especially where privacy is a concern.",NA,"Less use of public space, avoid contact with people."
